title,author,image,tags,sinopsis,price,real_price,n_pages,editorial,lang,encuadernacion,ISBN,year,date
,,,,,10.49,9.97,,,,,,,
"MI HIJO ES EL MEJOR, Y ADEMAS ES MI HIJO",JOSE MARIA BUCETA,https://imagessl2.casadellibro.com/a/l/t5/62/9788490853962.jpg,"Deportes y juegos,Deportes,Historia y estudios",,45.00,42.75,432, - DYKINSON,CASTELLANO,Tapa blanda,9788490853962,2015,02/07/2015
CUANDO ERAMOS INVENCIBLES,JESUS ANGEL ROJO PINILLA,https://imagessl6.casadellibro.com/a/l/t5/06/9788494392306.jpg,"Historia,Historia de España,Historia moderna de España",,22.00,20.90,221,EL GRAN CAPITAN,CASTELLANO,Tapa blanda,9788494392306,2015,17/07/2015
ALADDÍN. UN GIRO INESPERADO,DISNEY,https://imagessl9.casadellibro.com/a/l/t5/89/9788499519289.jpg,"Infantil,Infantil 10 a 12 años,Libros de personajes","Tras robar la lámpara del Genio, Jafar usa sus dos primeros deseos para convertirse en sultán y en el hechicero más poderoso del mundo. Bajo su dictadura, los ciudadanos de Agrabah viven con miedo esperando su tercer deseo. El joven Aladdín y la destronada princesa Jasmine liderarán la rebelión del pueblo contra el tirano.",13.95,13.25,320,DISNEY LIBROS,CASTELLANO,Tapa blanda,9788499519289,2019,03/10/2019
,,,,,9.95,9.45,,,,,,,
KAGUYA-SAMA: LOVE IS WAR 19,AKA AKASAKA,https://imagessl7.casadellibro.com/a/l/t5/37/9788419531537.jpg,"Cómics,Manga,Seinen",,8.50,8.07,192,IVREA,CASTELLANO,Tapa blanda,9788419531537,2022,27/10/2022
ESPÍA DE DIOS,JUAN GOMEZ JURADO,https://imagessl0.casadellibro.com/a/l/t5/30/9788413142630.jpg,"Literatura,Narrativa en bolsillo,Policiaca. Novela negra en bolsillo",UN ASESINO EN SERIE...,20.90,19.85,400,B DE BOLSILLO ,CASTELLANO,Tapa blanda,9788413142630,2021,28/01/2021
LA CELESTINA (CLASICOS A MEDIDA),FERNANDO DE ROJAS,https://imagessl4.casadellibro.com/a/l/t5/04/9788466751704.jpg,"Infantil,Infantil 10 a 12 años,Literatura 10 a 12 años","Hace más de quinientos años, Fernando de Rojas escribió esta magistral obra, una sabia y trágica presentación de la naturaleza humana en toda su complejidad. El amor, el odio, la pasión ciega y el egoísmo mueven a todos sus personajes.",15.50,14.72,160,ANAYA,CASTELLANO,Tapa dura,9788466751704,2006,04/09/2006
LA MOSCA: ASSETJAMENT A LES AULES,GEMMA PASQUAL I ESCRIVA,https://imagessl9.casadellibro.com/a/l/t5/79/9788493549879.jpg,"Infantil,Infantil 10 a 12 años,Literatura 10 a 12 años","Isona ha canviat d’Institut. Fuig d’una convivència impossible que fins i tot li va costar la vida a un amic seu. Al nou centre, però, tornarà a repetir-se de nou la mateixa situació d’assetjament. Aquesta vegada no fugirà. Isona haurà d’enfrontar-se, amb la complicitat de nous amics, al seu passat i a les persones que fan de la por un instrument per a sentir-se poderosos. Un llibre necessari que ens ajuda a entendre el fenomen de la violència a les aules. Es tracta d’un llibre que reflexa de manera molt real una situació que per desgràcia ens trobem actualment als centres escolars. És per això, que molt joves que conviuen amb esta lacra social els servirà la lectura d’esta novel·la. Ja que en ella trobaràn resposta i solucions a els problemes que envolten l’assetjament escolar ",6.99,6.64,,PERIFERIC,CATALÁN,Tapa blanda,9788493549879,2008,10/03/2008
CUANDO LOS TONTOS MANDAN,JAVIER MARIAS,https://imagessl1.casadellibro.com/a/l/t5/11/9788420432311.jpg,"Ciencias Políticas y Sociales,Comunicación,Periodismo","¿Se puede hacer algo en un mundo en el que contamos con  grabaciones, con sonido e imágenes, con máquinas calculadoras más  fiables que nunca, y todo ello se refuta con desfachatez? ¿Estamos  adormilados, hipnotizados o simplemente idiotizados para creer más a los  distorsionadores que a nuestros ojos y oídos, y aun que a la aritmética?», se pregunta el autor en uno de los textos incluidos  en este libro. Y concluye su reflexión: «Si es así, rindámonos",18.90,17.95,304,ALFAGUARA,CASTELLANO,Tapa blanda,9788420432311,2018,15/02/2018
LA VIDA Y LAS OPINIONES DEL CABALLERO TRISTRAM SHANDY,LAURENCE STERNE,https://imagessl1.casadellibro.com/a/l/t5/61/9788420432861.jpg,"Literatura,Clásicos,Narrativa extranjera hasta el siglo XVIII","«Una obra rica, ambiciosa, compleja, burlona y poco definible, que valió  a su autor en su época tanto fama como denuestos, y en todas las demás  épocas hasta hoy conocidas una ardiente admiración: el incomparable  ritmo de su prosa, su ingenio inagotable, los inverosímiles juegos de  palabras, la complicada estructura narrativa, la negación absoluta de  una concepción lineal del tiempo, su vibrante y aguda escritura y su originalísima puntuación, su irónica aplicación a la novela de teorías filosóficas y científicas, su perfecto manejo de la parodia y  sus numerosas extravagancias y osadías sintácticas y tipográficas,  hablan por sí solos de su modernidad y nos hacen ver como simples imitaciones, ya anticuadas, a demasiadas ""originalidades""  contemporáneas.",18.00,17.10,760,ALFAGUARA,CASTELLANO,Tapa blanda,9788420432861,2017,06/10/2017
FERNANDO EL TEMERARIO,JOSE LUIS VELASCO,https://imagessl3.casadellibro.com/a/l/t5/23/9788483430323.jpg,"Juvenil,Más de 13 años,Temas sociales",,12.50,11.87,168,BAMBU EDITORIAL,CASTELLANO,Tapa dura,9788483430323,2007,31/12/2007
NETTER. ATLAS DE ANATOMÍA HUMANA (7ª ED.),FRANK H. NETTER,https://imagessl8.casadellibro.com/a/l/t5/88/9788491134688.jpg,"Medicina,Materias Preclínicas,Anatomía general",,105.94,100.64,672, ELSEVIER ESPAÑA,CASTELLANO,Tapa blanda,9788491134688,2019,15/04/2019
HORIZONTE DE ESTRELLAS (PREMIO MINOTAURO 2022),VICTOR CONDE,https://imagessl1.casadellibro.com/a/l/t5/21/9788445012321.jpg,"Literatura,Géneros literarios,Narrativa de ciencia ficción","Soleyko es una ingeniera que ha decidido dejar atrás su vida, la tierra y la relación de su pareja para embarcarse en una misión colonizadora en una nave con 200.000 colonos. Se trata de una expedición conjunta con los idor, una raza alienígena que coopera con los humanos a pesar de todas las diferencias que los separan (desde la más evidente como la anatómica hasta la más profunda como la capacidad de ficcionar: su mundo se divide entre certidumbres e incertidumbres).",17.95,17.05,304,MINOTAURO,CASTELLANO,Tapa dura,9788445012321,2022,05/10/2022
EL PRINCIPE CRUEL (SAGA LOS HABITANTES DEL AIRE 1),HOLLY BLACK,https://imagessl7.casadellibro.com/a/l/t5/17/9788417390617.jpg,"Juvenil,Más de 15 años,Fantasía y magia",,40.00,38.00,432,HIDRA,CASTELLANO,Tapa dura,9788417390617,2018,19/11/2018
KAIJU 8 Nº 03,NAOYA MATSUMOTO,https://imagessl8.casadellibro.com/a/l/t5/68/9788411128568.jpg,"Cómics manga infantil y juvenil,Manga juvenil,Shonen","Para salvar a Ichikawa y Furuhashi, sus compañeros de las Fuerzas de Defensa, Kafka, transformado en Kaiju, golpea al Kaiju humanoide con un poder abrumador y lo destroza. Sin embargo, otros miembros de las Fuerzas de Defensa le descubren y se ve obligado a abandonar la escena y dejar escapar al humanoide. ¡Justo en ese momento se encuentra con el subcapitán Hoshina…! ¡Llega el tercer tomo de la serie! ",7.95,7.55,192,PLANETA DE AGOSTINI,CASTELLANO,Tapa dura,9788411128568,2022,23/11/2022
LAS RECETAS DE JULIE: 150 IDEAS PARA COCINAR EN TU DIA A DIA,JULIE ANDRIEU,https://imagessl2.casadellibro.com/a/l/t5/92/9788408264392.jpg,"Cocina,Recetarios",¿El boniato? Cuando se carameliza queda sublime.,8.99,8.54,352,PLANETA,CASTELLANO,Tapa dura,9788408264392,2022,16/11/2022
UN OCEANO PARA LLEGAR A TI (FINALISTA PREMIO PLANETA 2020) (EJEMPLAR FIRMADO POR LA AUTORA),SANDRA BARNEDA,https://imagessl7.casadellibro.com/a/l/t5/17/8432715131717.jpg,"Novela contemporánea,Narrativa española","Tras la muerte de su madre, Gabriele vuelve al pueblo de los veranos de su infancia. Allí le espera su padre, con el que no habla desde hace años.  Juntos se disponen a cumplir el último deseo de Greta: que las tres personas más importantes de su vida —su marido, su única hija y su cuñada— esparzan sus cenizas en un lugar donde fueron felices. Los secretos que Greta desvela en las cartas que deja a su familia terminarán con el silencio entre padre e hija y, como en un dominó, alterarán la vida de todos y propiciarán un encuentro inesperado que hará que Gabriele descubra que en la vulnerabilidad se halla la magia de la vida.",12.95,12.30,576,PLANETA,CASTELLANO,Tapa dura,8432715131717,2021,05/10/2020
EL SILENCIO DEL ASESINO,CONCHA LOPEZ NARVAEZ,https://imagessl9.casadellibro.com/a/l/t5/49/9788408090649.jpg,"Juvenil,Más de 13 años,Temas sociales","Dos bellos sauces daban vida al jardín de la mansión Twin Willows Manor, pero también escondían algo terrorífico. El día que, por accidente, una excavadora derriba uno de aquellos bellos árboles, la vida de Ernest Morrison da un giro de ciento ochenta grados. Un cadáver, un juicio, miles de recuerdos, testimonios dolorosos, mentiras y un acusado que se niega a hablar son los ingredientes de esta novela de intriga que arrastra al lector hasta el inesperado final.",6.99,6.64,184,PLANETA,CASTELLANO,Tapa blanda,9788408090649,2010,20/05/2010
LA VOZ DE LAS ESPADAS (TRILOGIA LA PRIMERA LEY 1),JOE ABERCROMBIE,https://imagessl2.casadellibro.com/a/l/t5/52/9788491044352.jpg,"Literatura,Narrativa en bolsillo,Fantástica en bolsillo",,29.95,28.45,736,ALIANZA EDITORIAL,CASTELLANO,Tapa dura,9788491044352,2016,22/09/2016
NIEBLA (9ª ED.),MIGUEL DE UNAMUNO,https://imagessl6.casadellibro.com/a/l/t5/76/9788437603476.jpg,"Literatura,Narrativa en bolsillo,Narrativa española del XIX al XXI en bolsillo",,5.49,5.22,304,CATEDRA,CASTELLANO,Tapa dura,9788437603476,2007,18/01/2007
EL RENCOR DE LA CLASE MEDIA ALTA Y EL FIN DE UNA ERA,ESTEBAN HERNANDEZ,https://imagessl0.casadellibro.com/a/l/t5/10/9788416842810.jpg,"Ciencias Políticas y Sociales,Política,Política nacional",,15.00,14.25,232,FOCA,CASTELLANO,Tapa blanda,9788416842810,2022,14/10/2022
VERDAD FRENTE A FALSEDAD Y COMO DISTINGUIR ENTRE ELLAS,DAVID R. HAWKINS,https://imagessl7.casadellibro.com/a/l/t5/97/9788494873997.jpg,"Autoayuda y Espiritualidad,Autoayuda",,20.00,19.00,614,EL GRANO DE MOSTAZA,CASTELLANO,Tapa blanda,9788494873997,2018,19/11/2018
EL EXTRAÑO CASO DE DR. JEKYLL Y MR. HYDE (CLASICOS),ROBERT LOUIS STEVENSON,https://imagessl7.casadellibro.com/a/l/t5/67/9788417430467.jpg,"Novela contemporánea,Narrativa extranjera",,5.95,5.65,96,ALMA EUROPA,CASTELLANO,Tapa dura,9788417430467,2019,06/03/2019
THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN,SHERMAN ALEXIE,https://imagessl0.casadellibro.com/a/l/t5/10/9781783442010.jpg,"Juvenil,Más de 13 años,Libros de acción y aventura",,12.90,12.25,,RANDOM HOUSE INTERNATIONAL,INGLÉS,Tapa blanda,9781783442010,2015,29/01/2015
OSITO TITO. UN DIA EN LA GRANJA,BENJI DAVIES,https://imagessl6.casadellibro.com/a/l/t5/66/9788408128366.jpg,"Infantil,Infantil 0 a 2 años,Personajes",Si te gustan los,14.90,14.15,10,PLANETA,CASTELLANO,Tapa dura,9788408128366,2016,24/05/2016
LA LADRONA DE LIBROS,MARKUS ZUSAK,https://imagessl5.casadellibro.com/a/l/t5/75/9788499088075.jpg,"Literatura,Narrativa en bolsillo,Narrativa extranjera del XIX al XXI en bolsillo","Érase una vez un pueblo donde las noches eran largas y la muerte contaba  su propia historia. En el pueblo vivía una niña que quería leer, un  hombre que tocaba el acordeón y un joven judío que escribía bellos  cuentos para escapar del horror de la guerra. Al cabo de un tiempo, la  niña se convirtió en una ladrona que robaba libros y regalaba palabras.  Con estas palabras se escribió una historia hermosa y cruel que ahora ya es una novela inolvidable.",10.70,10.16,544,DEBOLSILLO,CASTELLANO,Tapa blanda,9788499088075,2011,07/01/2011
ENDRINA Y EL SECRETO DEL PEREGRINO,CONCHA LOPEZ NARVAEZ,https://imagessl5.casadellibro.com/a/l/t5/35/9788408091035.jpg,"Juvenil,Más de 13 años,Temas sociales",,6.99,6.64,296,PLANETA,CASTELLANO,Tapa blanda,9788408091035,2010,20/05/2010
¡SALVA AL GATO!: EL LIBRO DEFINITIVO PARA LA CREACION DE UN GUION,BLAKE SNYDER,https://imagessl3.casadellibro.com/a/l/t5/23/9788484285823.jpg,"Arte,Cine,Guiones cinematográficos",,22.30,21.18,248,ALBA EDITORIAL,CASTELLANO,Tapa blanda,9788484285823,2013,11/11/2020
"EL PRISIONERO DEL CIELO (SERIE EL CEMENTERIO DE LOS LIBROS OLVIDADOS, 3)",CARLOS RUIZ ZAFON,https://imagessl9.casadellibro.com/a/l/t5/59/9788408163459.jpg,"Literatura,Narrativa en bolsillo,Narrativa española del XIX al XXI en bolsillo","Barcelona, 1957. Daniel Sempere y su amigo Fermín, los héroes de",13.90,13.20,384,PLANETA,CASTELLANO,Tapa blanda,9788408163459,2016,11/10/2016
FRACASOLOGIA: ESPAÑA Y SUS ELITES: DE LOS AFRANCESADOS A NUESTROS DIAS (PREMIO ESPASA 2019),MARIA ELVIRA ROCA BAREA,https://imagessl0.casadellibro.com/a/l/t5/10/9788467057010.jpg,"Historia,Historia de España,Estudios generales","Una parte importante de nuestras élites intelectuales y políticas más prestigiosas considera que España no solo tiene una historia desastrosa de la que hay que avergonzarse, sino un núcleo profundo",29.95,28.45,528, ESPASA LIBROS,CASTELLANO,Tapa blanda,9788467057010,2019,08/10/2019
OSITO TITO. ¡VAMOS AL ZOO!,BENJI DAVIES,https://imagessl0.casadellibro.com/a/l/t5/80/9788408158080.jpg,"Infantil,Infantil 0 a 2 años,Personajes",Si te gustan,14.90,14.15,10,PLANETA,CASTELLANO,,9788408158080,2016,22/11/2016
,,,,,34.90,33.15,,,,,,,
DANIELA PIRATA,SUSANNA ISERN,https://imagessl6.casadellibro.com/a/l/t5/16/9788417123116.jpg,"Infantil,Infantil 3 a 4 años,Álbumes ilustrados",,14.00,13.30,44,NUBEOCHO EDICIONES,CASTELLANO,Tapa dura,9788417123116,2017,11/09/2017
MAQUINAS. CALCULOS DE TALLER (40ª ED.),ARCADIO LOPEZ CASILLAS,https://imagessl0.casadellibro.com/a/l/t5/60/9788440072160.jpg,"Ingeniería,Ingenierías,Ingeniería mecánica",,31.20,29.64,643,AUTOR-EDITOR,CASTELLANO,Encuadernación en tela,9788440072160,2008,01/01/2008
LAS BRUJAS,ROALD DAHL,https://imagessl5.casadellibro.com/a/l/t5/05/9788491221005.jpg,"Infantil,Infantil 10 a 12 años,Literatura 10 a 12 años",,10.90,10.35,296,SANTILLANA LOQUELEO,CASTELLANO,Tapa blanda,9788491221005,2016,19/01/2016
LAS AVENTURAS DE ALONSO Y SANCHO,PACO GIMENEZ,https://imagessl4.casadellibro.com/a/l/t5/94/9788414002094.jpg,"Infantil,Infantil 10 a 12 años,Literatura 10 a 12 años",,10.20,9.69,146,LUIS VIVES ,CASTELLANO,Tapa dura,9788414002094,2016,08/02/2016
UNA BREVE HISTORIA DE CASI TODO,BILL BRYSON,https://imagessl0.casadellibro.com/a/l/t5/90/9788492966790.jpg,"Ciencias,Divulgación científica,Estudios generales",,28.00,26.60,640,RBA LIBROS,CASTELLANO,Tapa blanda,9788492966790,2016,15/09/2016
HAMBRE (3ª ED.),KNUT HAMSUN,https://imagessl7.casadellibro.com/a/l/t5/77/9788479607777.jpg,"Novela contemporánea,Narrativa extranjera",,22.50,21.37,226,EDICIONES DE LA TORRE,CASTELLANO,Tapa blanda,9788479607777,2016,25/05/2016
LAS TRAMPAS DEL DESEO: COMO CONTROLA LOS IMPULSOS IRRACIONALES QU E NOS LLEVAN AL ERROR,DANIEL ARIELY,https://imagessl4.casadellibro.com/a/l/t5/34/9788408119234.jpg,"Economía,Marketing y publicidad",,7.49,7.12,288,PLANETA,CASTELLANO,Tapa blanda,9788408119234,2013,15/10/2013
EL VIAJE DE LAS ALMAS,MICHAEL NEWTON,https://imagessl3.casadellibro.com/a/l/t5/33/9788415292333.jpg,"Ciencias Humanas,Esoterismo y Ciencias Ocultas,Esoterismo y ocultismo",,17.95,17.05,352,ARKANO BOOKS,CASTELLANO,Tapa blanda,9788415292333,2015,18/02/2015
,,,,,10.50,9.97,,,,,,,
LA PRACTICA DEL ZEN (4ª ED.),TAISEN DESHIMARU,https://imagessl0.casadellibro.com/a/l/t5/70/9788472451070.jpg,"Ciencias Humanas,Religión,Budismo, taoísmo y zen",,14.00,13.30,240,KAIROS,CASTELLANO,Tapa blanda,9788472451070,1979,01/06/1979
APOLOGÍA DE SÓCRATES,PLATON,https://imagessl7.casadellibro.com/a/l/t5/77/9788424928377.jpg,"Ciencias Humanas,Filosofía,Filosofía antigua",,9.95,9.45,112,GREDOS,CASTELLANO,Tapa blanda,9788424928377,2014,12/06/2014
EL CONDE DE MONTECRISTO,ALEXANDRE DUMAS,https://imagessl2.casadellibro.com/a/l/t5/32/9788439730132.jpg,"Novela contemporánea,Narrativa extranjera","Grandes Clásicos Literatura Random House nos brinda esta magnífica  edición de una novela de enorme poder de sugestión, a traves de la  figura del hombre solitario que, tras sobrevivir a una vil traición, regresa para hacer justicia.",24.90,23.65,1144,LITERATURA RANDOM HOUSE,CASTELLANO,Tapa dura,9788439730132,2015,22/10/2015
HISTORIA DEL ANTIGUO EGIPTO,IAN SHAW,https://imagessl3.casadellibro.com/a/l/t5/43/9788497343343.jpg,"Historia,Historia Universal,Historia del antiguo Egipto",,29.90,28.40,728,LA ESFERA DE LOS LIBROS,CASTELLANO,Tapa blanda,9788497343343,2010,01/11/2010
"MASADA (CABALLO DE TROYA, 2)",J.J. BENITEZ,https://imagessl6.casadellibro.com/a/l/t5/46/9788408064046.jpg,"Literatura,Narrativa en bolsillo,Ciencia ficción en bolsillo",,12.95,12.30,560,PLANETA,CASTELLANO,Tapa blanda,9788408064046,2013,05/03/2013
"MEMENTO MORI (TRILOGIA VERSOS, CANCIONES Y TROCITOS DE CARNE 1)",CESAR PEREZ GELLIDA,https://imagessl8.casadellibro.com/a/l/t5/38/9788483654538.jpg,Novela negra,Septiembre de 2010. Aquella mañana de domingo nada le hacía presagiar al  inspector de homicidios de Valladolid Ramiro Sancho que acababa de dar  comienzo una pesadilla que lo dejaría marcado para el resto de sus días.,21.90,20.80,584,SUMA,CASTELLANO,Tapa blanda,9788483654538,2013,13/02/2013
TÉCNICAS DE MECANIZADO,ENRIQUE ORTEA,https://imagessl3.casadellibro.com/a/l/t5/13/9788461587513.jpg,"Libros de Texto y Formación,Ciclos formativos de grado superior",,29.90,28.40,,AUTOR-EDITOR,CASTELLANO,Tapa blanda,9788461587513,,22/08/2014
LOLITA,VLADIMIR NABOKOV,https://imagessl7.casadellibro.com/a/l/t5/77/9788433960177.jpg,"Literatura,Narrativa en bolsillo,Narrativa extranjera del XIX al XXI en bolsillo","La historia de la obsesión de Humbert Humbert, un profesor cuarentón, por la doceañera Lolita es una extraordinaria novela de amor en la que intervienen dos componentes explosivos: la atracción «perversa» por las nínfulas y el incesto. Un itinerario a través de la locura y la muerte, que desemboca en una estilizadísima violencia, narrado, a la vez con autoironía y lirismo desenfrenado, por el propio Humbert Humbert. ""Lolita"" es también un retrato ácido y visionario de los Estados Unidos, de los horrores suburbanos y de la cultura del plástico y del motel. En resumen, una exhibición deslumbrante de talento y humor a cargo de un escritor que confesó que le hubiera encantado filmar los picnics de Lewis Carrol.",9.90,9.40,392,ANAGRAMA,CASTELLANO,Tapa blanda,9788433960177,2006,18/04/2006
LOS EUROPEOS,ORLANDO FIGES,https://imagessl6.casadellibro.com/a/l/t5/96/9788430623396.jpg,"Historia,Historia por países,Historia de los países de Europa",«Un libro deslumbrante que se mueve entre la estampa individual y la fotografía de grupo.»,11.99,11.39,672,TAURUS,CASTELLANO,Tapa dura,9788430623396,2020,04/06/2020
MONSTRUO AZUL,OLGA DE DIOS RUIZ,https://imagessl2.casadellibro.com/a/l/t5/12/9788417028312.jpg,"Infantil,Infantil 3 a 4 años,Álbumes ilustrados",,17.00,16.15,40,APILA ASOCIACION CULTURAL,CASTELLANO,Tapa dura,9788417028312,2020,23/05/2020
,,,,,3.99,3.79,,,,,,,
UN AÑO EN LA ANTIGUA ROMA,NESTOR F. MARQUES GONZALEZ,https://imagessl6.casadellibro.com/a/l/t5/96/9788467059496.jpg,"Historia,Historia Universal,Historia de Roma","Aunque a veces no nos demos cuenta, somos herederos directos de Roma, de su cultura y de su forma de concebir aspectos tan determinantes como las leyes, la estructura social o el mismo paso del tiempo. Este último nos servirá de guía para adentrarnos en el mundo romano de modo distinto, a través de su calendario, con sus meses, semanas, días, horas y los principales hitos que marcaban el día a día de quienes lo utilizaron para regir sus vidas antes que nosotros. ",9.99,9.49,368, ESPASA LIBROS,CASTELLANO,Tapa blanda,9788467059496,2020,20/10/2020
EL LEGADO DE LA VILLA DE LAS TELAS,ANNE JACOBS,https://imagessl6.casadellibro.com/a/l/t5/86/9788466351386.jpg,"Literatura,Narrativa en bolsillo,Romántica en bolsillo",". El estado de ánimo en la villa es optimista  respecto al futuro. Paul Melzer ha regresado del frente y toma las  riendas de la fábrica decidido a que el negocio familiar recupere su  antiguo esplendor. Las cosas van bien incluso para su hermana Elizabeth, que regresa a casa ilusionada con un nuevo amor.",10.95,10.40,560,DEBOLSILLO ,CASTELLANO,Tapa blanda,9788466351386,2020,02/07/2020
"CUANDO EL CUERPO DICE ""NO""",GABOR MATE,https://imagessl6.casadellibro.com/a/l/t5/96/9788484458296.jpg,"Salud y Dietas,Otras terapias","
¿Es posible que una persona muera literalmente de soledad? ¿Se puede establecer alguna relación entre la capacidad para expresar emociones y la enfermedad de Alzheimer? ¿Existe tal cosa como una «personalidad generadora de cáncer»?",18.00,17.10,416,GAIA,CASTELLANO,Tapa blanda,9788484458296,2020,06/03/2020
LA MUERTE: UN AMANECER,ELISABETH KUBLER ROSS,https://imagessl5.casadellibro.com/a/l/t5/05/9788418015205.jpg,"Autoayuda y Espiritualidad,Autoayuda","El trabajo de la doctora Elisabeth Kübler-Ross nos confirma que la muerte es un pasaje hacia otra forma de vida, y nos hace comprender que la experiencia de la muerte es casi identica a la del nacimiento, puesto que se trata del inicio de otra existencia, el paso a un nuevo estado de conciencia en el que tambien se experimenta, se ve y se oye, se comprende y se ríe, y en el que existe la posibilidad de continuar el crecimiento espiritual. Gracias a ella sabemos que una luz brilla al final del camino, y que a medida que nos aproximamos a esa luz blanca, de una claridad absoluta, nos sentimos llenos del amor más grande, indescriptible e incondicional que podamos imaginar.",10.95,10.40,128,LUCIERNAGA,CASTELLANO,Tapa blanda,9788418015205,2020,16/06/2020
UN CUENTO PERFECTO,ELISABET BENAVENT,https://imagessl6.casadellibro.com/a/l/t5/16/9788491291916.jpg,"Romántica y erótica,Narrativa romántica",- Érase una vez una mujer que lo tenía todo y un chico que no tenía nada.,18.90,17.95,640,SUMA,CASTELLANO,Tapa blanda,9788491291916,2020,20/02/2020
PSICOLOGÍA DEL EMBARAZO,IBONE OLZA,https://imagessl6.casadellibro.com/a/l/t5/56/9788413570556.jpg,"Medicina,Ginecología y Obstetricia,Gestación y parto",,7.99,7.59,328,SINTESIS,CASTELLANO,Tapa blanda,9788413570556,2020,15/12/2020
LA FRAGILIDAD DEL MUNDO,JOAN CARLES MELICH,https://imagessl0.casadellibro.com/a/l/t5/80/9788490669280.jpg,"Ciencias Humanas,Filosofía,Filosofía contemporánea","Quizás ha llegado el momento de detenerse y aprender a ver de nuevo el mundo. O lo que queda de él y de una realidad que se disuelve ante nuestros ojos, dominados como estamos por el imperio de la técnica, siempre ávidos de novedades, sometidos a una prisa constante, ahítos de información pero faltos de sabiduría…Mèlich propone una apertura resuelta a la complejidad y ambivalencia del mundo, también a sus aspectos sombríos y dolorosos. Porque urge rescatar un sentido, frágil y precario ante el desvalimiento de nuestra naturaleza y la hostilidad del tiempo presente.",12.90,12.25,256,TUSQUETS EDITORES,CASTELLANO,Tapa blanda,9788490669280,2021,03/03/2021
GESTION DE LA DOCUMENTACION JURIDICA Y EMPRESARIAL,MARIA EUGENIA BAHILLO MARCOS,https://imagessl2.casadellibro.com/a/l/t5/52/9788428339452.jpg,"Libros de Texto y Formación,Ciclos formativos de grado medio",,31.00,29.45,418, EDICIONES PARANINFO,CASTELLANO,Tapa blanda,9788428339452,2017,31/08/2017
SISTEMAS MECÁNICOS,ENRIQUE ORTEA VARELA,https://imagessl8.casadellibro.com/a/l/t5/68/9788494877568.jpg,"Libros de Texto y Formación,Ciclos formativos de grado superior",,12.00,11.40,422,ENRIQUE ORTEA VARELA,CASTELLANO,Tapa blanda,9788494877568,2020,
LA TRILOGIA DE LA NIEBLA (CONTIENE: EL PRINCIPE DE LA NIEBLA; EL PALACIO DE LA MEDIANOCHE; LAS LUCES DE SEPTIEMBRE),CARLOS RUIZ ZAFON,https://imagessl3.casadellibro.com/a/l/t5/03/9788408176503.jpg,"Juvenil,Más de 13 años,Misterio y terror","En una misteriosa casa de la costa atlántica, lejos del Londres amenazado por la guerra, Max va a descubrir que los desafíos del presente a menudo tienen su razón de ser en pactos inconfesables sellados mucho tiempo atrás, donde habitan seres como El Príncipe de la Niebla.",13.90,13.20,880,PLANETA,CASTELLANO,,9788408176503,2017,03/10/2017
DRAGON BALL SUPER Nº 01,AKIRA TORIYAMA,https://imagessl8.casadellibro.com/a/l/t5/08/9788491460008.jpg,"Cómics manga infantil y juvenil,Manga juvenil,Shonen",Han pasado varios meses desde la formidable batalla entre Goku y el monstruo Bû...,7.95,7.55,192,PLANETA DE AGOSTINI,CASTELLANO,Tapa dura,9788491460008,2017,17/10/2017
BOY MEETS MARIA,PEYO,https://imagessl3.casadellibro.com/a/l/t5/43/9788418222443.jpg,"Cómics,Manga,Otros",,15.00,14.25,244,MILKY WAY EDICIONES,CASTELLANO,Tapa blanda,9788418222443,2020,23/09/2020
CICATRIZ,JUAN GOMEZ JURADO,https://imagessl2.casadellibro.com/a/l/t5/02/9788466668002.jpg,Novela negra,«,20.90,19.85,480, EDICIONES B,CASTELLANO,Tapa dura,9788466668002,2020,08/10/2020
LUCHA POR LO JUSTO,SPIRIMAN YEAH JESUS CANDEL,https://imagessl3.casadellibro.com/a/l/t5/53/9788427047853.jpg,"Ciencias Políticas y Sociales,Política,Teoría política","«Ha llegado la hora de cambiar las cosas. Y el cambio se logra luchando y perdiendo el miedo. Quejarse y quedarse de brazos cruzados no sirve de nada. La única solución a la gran crisis a la que nos enfrentamos es empezar a actuar ya. Despierta, no dejes que te manipulen y piensa por ti mismo». El Dr. Jesús Candel, más conocido como Spiriman Yeah!, lleva años luchando por mejorar nuestro sistema sanitario. En este manifiesto, denuncia las carencias de este y sienta las bases del cambio democrático necesario para conseguir un mundo más justo.",7.99,7.59,160,MARTINEZ ROCA,CASTELLANO,Tapa blanda,9788427047853,2020,27/10/2020
PREHISTORIA I: LAS PRIMERAS ESTAPAS DE LA HUMANIDAD (3ª ED.),SERGIO RIPOLL LOPEZ,https://imagessl6.casadellibro.com/a/l/t5/96/9788499613796.jpg,"Historia,Historia Universal,Prehistoria universal",,42.00,39.90,696,EDITORIAL UNIVERSITARIA RAMON ARECES,CASTELLANO,Tapa blanda,9788499613796,2020,01/09/2020
